match_id,started_at,demo_url
1-ca4d86ae-e50a-42de-ab36-c4016abbe4aa,1535585455,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/91f2f93b-10fc-4ea4-8f6d-d14f3a888595/91f2f93b-10fc-4ea4-8f6d-d14f3a888595.dem.gz
1-ccc6fdb6-f3af-4164-a1a2-8ed50eae72b1,1535582689,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/c8ded772-fdb2-4cf9-89ab-143be66f2fe6/c8ded772-fdb2-4cf9-89ab-143be66f2fe6.dem.gz
1-4b35121e-bc6e-45aa-a322-b92ccf4e6c2c,1535581814,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/6f03d6cd-a1f9-4a64-a488-6a4b24caa8e3/6f03d6cd-a1f9-4a64-a488-6a4b24caa8e3.dem.gz
1-9f961049-92d0-47f7-881a-5aa020c740df,1535579137,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/eca8b690-8a81-45dc-89db-876910dda6f2/eca8b690-8a81-45dc-89db-876910dda6f2.dem.gz
1-35524d3c-2b26-40a2-9c0e-d1509d2f50cd,1535577771,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/41dc554b-7776-4317-bb35-b4f8396663e3/41dc554b-7776-4317-bb35-b4f8396663e3.dem.gz
1-59e86d75-bfea-4b74-9277-9d4841e99eba,1535576345,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/4e79cb86-5bd0-4d8c-8597-0181eae32283/4e79cb86-5bd0-4d8c-8597-0181eae32283.dem.gz
1-f573841e-535e-442d-aeac-2875a5e3a26c,1535574713,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/6e5617b9-a5a9-4644-9ed1-e718a1daa8bd/6e5617b9-a5a9-4644-9ed1-e718a1daa8bd.dem.gz
1-5609b9a1-d167-4677-bf43-7db94fd54af0,1535573616,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/0a192abd-5d2b-4f0d-8b6a-557e0a793213/0a192abd-5d2b-4f0d-8b6a-557e0a793213.dem.gz
1-81ee5be3-bd4a-43a8-aa87-288725a480ed,1535571936,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/8a5022ca-ecd9-4829-ae1a-ebefc96363de/8a5022ca-ecd9-4829-ae1a-ebefc96363de.dem.gz
1-3e606dbb-755d-4073-ae5b-af36f256ada9,1535569272,https://s3.amazonaws.com/faceit-puppeteer/prod/csgo/5da87e16-0ed9-42f9-bcee-7d508afbdc2a/5da87e16-0ed9-42f9-bcee-7d508afbdc2a.dem.gz
